url,api,get,post,put,patch,delete
/v1/scheduler/summary,pro,False,N/A,N/A,N/A,N/A
/v1/scripts,pro,False,False,N/A,N/A,N/A
/v1/scripts/{id},pro,False,N/A,False,N/A,False
/v1/scripts/{id}/download,pro,False,N/A,N/A,N/A,N/A
/v1/scripts/{id}/history,pro,False,False,N/A,N/A,N/A
/v1/search-mobile-devices,pro,N/A,False,N/A,N/A,N/A
/v1/self-service/branding/ios,pro,False,False,N/A,N/A,N/A
/v1/self-service/branding/ios/{id},pro,False,N/A,False,N/A,False
/v1/self-service/branding/macos,pro,False,False,N/A,N/A,N/A
/v1/self-service/branding/macos/{id},pro,False,N/A,False,N/A,False
/v1/self-service/settings,pro,False,N/A,False,N/A,N/A
/v1/sites,pro,False,N/A,N/A,N/A,N/A
/v1/smart-computer-groups/{id}/recalculate,pro,N/A,False,N/A,N/A,N/A
/v1/smart-mobile-device-groups/{id}/recalculate,pro,N/A,False,N/A,N/A,N/A
/v1/smart-user-groups/{id}/recalculate,pro,N/A,False,N/A,N/A,N/A
/v1/sso,pro,False,N/A,False,N/A,N/A
/v1/sso/cert,pro,False,False,False,N/A,False
/v1/sso/cert/download,pro,False,N/A,N/A,N/A,N/A
/v1/sso/cert/parse,pro,N/A,False,N/A,N/A,N/A
/v1/sso/dependencies,pro,False,N/A,N/A,N/A,N/A
/v1/sso/disable,pro,N/A,False,N/A,N/A,N/A
/v1/sso/failover,pro,False,N/A,N/A,N/A,N/A
/v1/sso/failover/generate,pro,N/A,False,N/A,N/A,N/A
/v1/sso/history,pro,False,False,N/A,N/A,N/A
/v1/sso/metadata/download,pro,False,N/A,N/A,N/A,N/A
/v1/sso/validate,pro,N/A,False,N/A,N/A,N/A
/v1/static-user-groups,pro,False,N/A,N/A,N/A,N/A
/v1/static-user-groups/{id},pro,False,N/A,N/A,N/A,N/A
/v1/supervision-identities,pro,False,False,N/A,N/A,N/A
/v1/supervision-identities/upload,pro,N/A,False,N/A,N/A,N/A
/v1/supervision-identities/{id},pro,False,N/A,False,N/A,False
/v1/supervision-identities/{id}/download,pro,False,N/A,N/A,N/A,N/A
/v1/system/initialize,pro,N/A,False,N/A,N/A,N/A
/v1/system/initialize-database-connection,pro,N/A,False,N/A,N/A,N/A
/v1/teacher-app,pro,False,N/A,False,N/A,N/A
/v1/teacher-app/history,pro,False,False,N/A,N/A,N/A
/v1/time-zones,pro,False,N/A,N/A,N/A,N/A
/v1/user/change-password,pro,N/A,False,N/A,N/A,N/A
/v1/user/preferences/settings/{keyId},pro,False,N/A,N/A,N/A,N/A
/v1/user/preferences/{keyId},pro,False,N/A,False,N/A,False
/v1/users/{id}/recalculate-smart-groups,pro,N/A,False,N/A,N/A,N/A
/v1/volume-purchasing-locations,pro,False,False,N/A,N/A,N/A
/v1/volume-purchasing-locations/{id},pro,False,N/A,N/A,False,False
/v1/volume-purchasing-locations/{id}/content,pro,False,N/A,N/A,N/A,N/A
/v1/volume-purchasing-locations/{id}/history,pro,False,False,N/A,N/A,N/A
/v1/volume-purchasing-locations/{id}/reclaim,pro,N/A,False,N/A,N/A,N/A
/v1/volume-purchasing-locations/{id}/revoke-licenses,pro,N/A,False,N/A,N/A,N/A
/v1/volume-purchasing-subscriptions,pro,False,False,N/A,N/A,N/A
/v1/volume-purchasing-subscriptions/{id},pro,False,N/A,False,N/A,False
/v2/cloud-ldaps,pro,N/A,False,N/A,N/A,N/A
/v2/cloud-ldaps/defaults/{provider}/mappings,pro,False,N/A,N/A,N/A,N/A
/v2/cloud-ldaps/defaults/{provider}/server-configuration,pro,False,N/A,N/A,N/A,N/A
/v2/cloud-ldaps/{id},pro,False,N/A,False,N/A,False
/v2/cloud-ldaps/{id}/connection/bind,pro,False,N/A,N/A,N/A,N/A
/v2/cloud-ldaps/{id}/connection/search,pro,False,N/A,N/A,N/A,N/A
/v2/cloud-ldaps/{id}/connection/status,pro,False,N/A,N/A,N/A,N/A
/v2/cloud-ldaps/{id}/mappings,pro,False,N/A,False,N/A,N/A
/v2/computer-prestages,pro,False,False,N/A,N/A,N/A
/v2/computer-prestages/scope,pro,False,N/A,N/A,N/A,N/A
/v2/computer-prestages/{id},pro,False,N/A,False,N/A,False
/v2/computer-prestages/{id}/scope,pro,False,False,False,N/A,N/A
/v2/computer-prestages/{id}/scope/delete-multiple,pro,N/A,False,N/A,N/A,N/A
/v2/engage,pro,False,N/A,False,N/A,N/A
/v2/engage/history,pro,False,False,N/A,N/A,N/A
